"ID1","Topic1","ID2","Topic2","Count"
156499,"reierson",149586,"ftp server",10
156351,"rowell",149586,"ftp server",60
156424,"schaumburg",149586,"ftp server",17
153316,"sftp",149586,"ftp server",30
156242,"shrestha",149586,"ftp server",39
156348,"st cloud mn",149586,"ftp server",31
158792,"starbuck",149586,"ftp server",145
140180,"sweeney",149586,"ftp server",23
142995,"timezone",149586,"ftp server",14
136276,"uploaded",149586,"ftp server",24
156332,"westover",149586,"ftp server",13
156266,"1st",156346,"ftp site",9
136389,"2016",156346,"ftp site",59
156226,"2017",156346,"ftp site",20
141774,"2nd half",156346,"ftp site",7
144145,"6th ave",156346,"ftp site",25
156246,"aws",156346,"ftp site",8
158334,"Bryan Starbuck",156346,"ftp site",6
156235,"cto",156346,"ftp site",23
138264,"encrypted",156346,"ftp site",42
145452,"eng",156346,"ftp site",15
136520,"ext",156346,"ftp site",9
150019,"ftp",156346,"ftp site",55
149586,"ftp server",156346,"ftp site",13
156346,"ftp site",156346,"ftp site",12
140451,"gagan",156346,"ftp site",9
136297,"hosted",156346,"ftp site",7
156236,"i’m",156346,"ftp site",11
143712,"june 22",156346,"ftp site",6
156352,"paulus",156346,"ftp site",8
156351,"rowell",156346,"ftp site",35
153316,"sftp",156346,"ftp site",16
156242,"shrestha",156346,"ftp site",10
156348,"st cloud mn",156346,"ftp site",45
158792,"starbuck",156346,"ftp site",55
140180,"sweeney",156346,"ftp site",36
156607,"synch",156346,"ftp site",11
136276,"uploaded",156346,"ftp site",7
156266,"1st",141181,"functionality",62
136389,"2016",141181,"functionality",81
156226,"2017",141181,"functionality",12
141774,"2nd half",141181,"functionality",47
137553,"april 1st",141181,"functionality",12
158334,"Bryan Starbuck",141181,"functionality",9
142874,"crm",141181,"functionality",14
156235,"cto",141181,"functionality",7
158262,"database",141181,"functionality",15
156830,"dec",141181,"functionality",69
136257,"devkota",141181,"functionality",17
156439,"dialer",141181,"functionality",8
137361,"dnc",141181,"functionality",6
156243,"don’t",141181,"functionality",27
145452,"eng",141181,"functionality",141
158462,"entered",141181,"functionality",9
156328,"etan",141181,"functionality",48
156249,"feb",141181,"functionality",18
136218,"feedback",141181,"functionality",9
141181,"functionality",141181,"functionality",26
136181,"having",141181,"functionality",11
136352,"i'd",141181,"functionality",11
156236,"i’m",141181,"functionality",14
156296,"incontact",141181,"functionality",18
156363,"isakov",141181,"functionality",34
143483,"june 1st",141181,"functionality",13
156345,"justin mcdonald",141181,"functionality",7
136304,"maharjan",141181,"functionality",11
140756,"march 11",141181,"functionality",15
148510,"may 2nd",141181,"functionality",55
156475,"mcdonald",141181,"functionality",21
152591,"nirajan",141181,"functionality",8
137139,"nov",141181,"functionality",10
156352,"paulus",141181,"functionality",39
136879,"pokharel",141181,"functionality",8
156351,"rowell",141181,"functionality",43
136275,"saroj",141181,"functionality",17
136566,"shapiro",141181,"functionality",47
156242,"shrestha",141181,"functionality",11
158792,"starbuck",141181,"functionality",56
136276,"uploaded",141181,"functionality",10
150575,"195",158295,"fwd",6
136389,"2016",158295,"fwd",116
156226,"2017",158295,"fwd",86
156466,"andrew goldberg",158295,"fwd",9
137519,"aug 11",158295,"fwd",9
158334,"Bryan Starbuck",158295,"fwd",25
156235,"cto",158295,"fwd",35
136257,"devkota",158295,"fwd",15
137361,"dnc",158295,"fwd",17
143461,"downloaded",158295,"fwd",6
138264,"encrypted",158295,"fwd",43
136520,"ext",158295,"fwd",14
150019,"ftp",158295,"fwd",19
149586,"ftp server",158295,"fwd",9
158295,"fwd",158295,"fwd",25
140451,"gagan",158295,"fwd",12
156236,"i’m",158295,"fwd",16
156296,"incontact",158295,"fwd",23
141183,"ios",158295,"fwd",16
138336,"jul 28",158295,"fwd",9
144195,"july 28",158295,"fwd",6
143712,"june 22",158295,"fwd",7
136304,"maharjan",158295,"fwd",9
143523,"may 16",158295,"fwd",24
138536,"october 31",158295,"fwd",8
156352,"paulus",158295,"fwd",19
156351,"rowell",158295,"fwd",50
136275,"saroj",158295,"fwd",22
137085,"sean",158295,"fwd",17
156242,"shrestha",158295,"fwd",42
158792,"starbuck",158295,"fwd",113
156332,"westover",158295,"fwd",12
156417,"whitepages",158295,"fwd",15
136389,"2016",136119,"fyi",12
156226,"2017",136119,"fyi",71
140565,"248",136119,"fyi",13
140674,"535",136119,"fyi",15
139609,"aug 24",136119,"fyi",12
141202,"aug 25",136119,"fyi",29
158334,"Bryan Starbuck",136119,"fyi",11
156447,"bryon",136119,"fyi",49
156375,"callback",136119,"fyi",16
142939,"callbacks",136119,"fyi",25
156235,"cto",136119,"fyi",17
156328,"etan",136119,"fyi",10
136119,"fyi",136119,"fyi",21
156296,"incontact",136119,"fyi",8
156345,"justin mcdonald",136119,"fyi",6
136304,"maharjan",136119,"fyi",25
143317,"may 17",136119,"fyi",6
156352,"paulus",136119,"fyi",15
156351,"rowell",136119,"fyi",24
139147,"san francisco ca",136119,"fyi",35
136275,"saroj",136119,"fyi",64
136173,"skype",136119,"fyi",7
158792,"starbuck",136119,"fyi",43
142930,"timeout",136119,"fyi",6
138672,"10 minutes",140451,"gagan",10
137070,"100",140451,"gagan",9
148722,"110",140451,"gagan",7
150575,"195",140451,"gagan",16
136509,"1996",140451,"gagan",7
156266,"1st",140451,"gagan",124
136654,"200",140451,"gagan",11
136389,"2016",140451,"gagan",460
156226,"2017",140451,"gagan",634
156425,"273",140451,"gagan",7
141774,"2nd half",140451,"gagan",257
139845,"700",140451,"gagan",11
141264,"847",140451,"gagan",7
136114,"adding",140451,"gagan",19
147775,"algo",140451,"gagan",8
156466,"andrew goldberg",140451,"gagan",18
156386,"andrew weiss",140451,"gagan",6
137960,"answered",140451,"gagan",8
137553,"april 1st",140451,"gagan",63
136435,"asap",140451,"gagan",13
141202,"aug 25",140451,"gagan",21
152063,"aug 9",140451,"gagan",13
156586,"august 23",140451,"gagan",7
139610,"august 24",140451,"gagan",16
139369,"august 25",140451,"gagan",14
156246,"aws",140451,"gagan",7
158794,"axosoft",140451,"gagan",14
156422,"bhishma",140451,"gagan",7
158334,"Bryan Starbuck",140451,"gagan",202
136716,"btw",140451,"gagan",11
156375,"callback",140451,"gagan",8
148696,"capistrano",140451,"gagan",38
143554,"chmod",140451,"gagan",11
143220,"clicked",140451,"gagan",10
137202,"clicking",140451,"gagan",22
137356,"criteria",140451,"gagan",14
142874,"crm",140451,"gagan",38
156235,"cto",140451,"gagan",269
158262,"database",140451,"gagan",23
156830,"dec",140451,"gagan",33
156365,"defaulted",140451,"gagan",6
136324,"deployed",140451,"gagan",90
136257,"devkota",140451,"gagan",210
156439,"dialer",140451,"gagan",14
138480,"displaying",140451,"gagan",6
137361,"dnc",140451,"gagan",26
156622,"dob",140451,"gagan",59
156243,"don’t",140451,"gagan",137
137487,"dont",140451,"gagan",12
143461,"downloaded",140451,"gagan",17
138264,"encrypted",140451,"gagan",151
158779,"encryption",140451,"gagan",9
136217,"endpoint",140451,"gagan",8
145452,"eng",140451,"gagan",427
158462,"entered",140451,"gagan",9
156328,"etan",140451,"gagan",218
136520,"ext",140451,"gagan",32
156249,"feb",140451,"gagan",145
136218,"feedback",140451,"gagan",8
150019,"ftp",140451,"gagan",95
149586,"ftp server",140451,"gagan",42
156346,"ftp site",140451,"gagan",9
158295,"fwd",140451,"gagan",12
140451,"gagan",140451,"gagan",259
136181,"having",140451,"gagan",50
142604,"hellosign",140451,"gagan",85
156633,"hii",140451,"gagan",54
136352,"i'd",140451,"gagan",7
156236,"i’m",140451,"gagan",92
141554,"ids",140451,"gagan",6
156296,"incontact",140451,"gagan",181
141183,"ios",140451,"gagan",40
136388,"iphone",140451,"gagan",7
151396,"jruby",140451,"gagan",22
156269,"json",140451,"gagan",103
139786,"jul 27",140451,"gagan",16
138336,"jul 28",140451,"gagan",6
139472,"jul 5",140451,"gagan",8
140572,"july 19",140451,"gagan",13
146132,"july 27",140451,"gagan",6
144195,"july 28",140451,"gagan",8
143483,"june 1st",140451,"gagan",28
139357,"june 21",140451,"gagan",18
143712,"june 22",140451,"gagan",24
156416,"june 29",140451,"gagan",8
156345,"justin mcdonald",140451,"gagan",49
139809,"lamichhane",140451,"gagan",6
136240,"let's",140451,"gagan",8
136786,"linux",140451,"gagan",33
136304,"maharjan",140451,"gagan",27
156475,"mcdonald",140451,"gagan",51
156412,"monit",140451,"gagan",7
156585,"nanpa",140451,"gagan",6
152591,"nirajan",140451,"gagan",35
137139,"nov",140451,"gagan",8
137623,"oct",140451,"gagan",76
142763,"oct 26",140451,"gagan",13
140508,"october 26",140451,"gagan",7
156352,"paulus",140451,"gagan",156
136879,"pokharel",140451,"gagan",6
136821,"pokhrel",140451,"gagan",16
156261,"postgres",140451,"gagan",26
142180,"postgresql",140451,"gagan",14
156499,"reierson",140451,"gagan",37
156258,"repo",140451,"gagan",12
136086,"ror",140451,"gagan",11
158793,"roshan",140451,"gagan",122
156351,"rowell",140451,"gagan",157
156594,"rtd",140451,"gagan",8
151965,"runscope",140451,"gagan",38
139147,"san francisco ca",140451,"gagan",6
136275,"saroj",140451,"gagan",104
156424,"schaumburg",140451,"gagan",7
144485,"sep 2",140451,"gagan",22
143302,"september 29",140451,"gagan",14
142871,"september 30",140451,"gagan",36
153316,"sftp",140451,"gagan",45
136566,"shapiro",140451,"gagan",153
138439,"sharma",140451,"gagan",40
156242,"shrestha",140451,"gagan",700
136173,"skype",140451,"gagan",8
139346,"sms",140451,"gagan",31
136113,"ssh",140451,"gagan",12
158792,"starbuck",140451,"gagan",785
156250,"startup",140451,"gagan",7
138498,"sushil",140451,"gagan",37
156607,"synch",140451,"gagan",26
142981,"the db",140451,"gagan",21
142930,"timeout",140451,"gagan",72
156577,"timeouts",140451,"gagan",34
142995,"timezone",140451,"gagan",14
146706,"twilio",140451,"gagan",8
156335,"udell",140451,"gagan",9
136276,"uploaded",140451,"gagan",34
136213,"username",140451,"gagan",15
156547,"utm source",140451,"gagan",19
156257,"webapp",140451,"gagan",9
156730,"westbrook",140451,"gagan",9
156332,"westover",140451,"gagan",35
136389,"2016",140374,"goldberg",253
156226,"2017",140374,"goldberg",11
138617,"303",140374,"goldberg",10
137369,"350",140374,"goldberg",10
156464,"6800",140374,"goldberg",8
156463,"867",140374,"goldberg",8
156462,"954",140374,"goldberg",8
156466,"andrew goldberg",140374,"goldberg",26
158334,"Bryan Starbuck",140374,"goldberg",18
156235,"cto",140374,"goldberg",20
156439,"dialer",140374,"goldberg",219
136218,"feedback",140374,"goldberg",17
140374,"goldberg",140374,"goldberg",18
156296,"incontact",140374,"goldberg",82
141183,"ios",140374,"goldberg",37
156467,"jason edwards",140374,"goldberg",17
156345,"justin mcdonald",140374,"goldberg",197
156468,"kicked out",140374,"goldberg",17
136304,"maharjan",140374,"goldberg",6
140446,"nov 22",140374,"goldberg",51
140447,"november 22",140374,"goldberg",218
156352,"paulus",140374,"goldberg",238
156351,"rowell",140374,"goldberg",57
156465,"sabath",140374,"goldberg",135
136275,"saroj",140374,"goldberg",15
149151,"softphone",140374,"goldberg",8
158792,"starbuck",140374,"goldberg",92
136394,"we'd",140374,"goldberg",17
156266,"1st",156229,"google",22
136389,"2016",156229,"google",22
158334,"Bryan Starbuck",156229,"google",6
156235,"cto",156229,"google",8
145452,"eng",156229,"google",15
156249,"feb",156229,"google",21
156229,"google",156229,"google",11
142951,"google analytics",156229,"google",8
156236,"i’m",156229,"google",11
158792,"starbuck",156229,"google",21
156266,"1st",142951,"google analytics",18
136389,"2016",142951,"google analytics",26
158334,"Bryan Starbuck",142951,"google analytics",6
156235,"cto",142951,"google analytics",11
156243,"don’t",142951,"google analytics",11
145452,"eng",142951,"google analytics",10
156328,"etan",142951,"google analytics",9
158780,"firewall",142951,"google analytics",6
156229,"google",142951,"google analytics",8
142951,"google analytics",142951,"google analytics",9
156236,"i’m",142951,"google analytics",9
156475,"mcdonald",142951,"google analytics",6
137139,"nov",142951,"google analytics",14
136275,"saroj",142951,"google analytics",7
158792,"starbuck",142951,"google analytics",29
138498,"sushil",142951,"google analytics",17
156231,"1600",140624,"google docs",9
137553,"april 1st",140624,"google docs",15
156375,"callback",140624,"google docs",8
145452,"eng",140624,"google docs",11
140624,"google docs",140624,"google docs",10
156230,"google inc",140624,"google docs",9
139809,"lamichhane",140624,"google docs",6
158792,"starbuck",140624,"google docs",11
136201,"usa",140624,"google docs",9
156231,"1600",156230,"google inc",18
156330,"556",156230,"google inc",7
156329,"844",156230,"google inc",7
140624,"google docs",156230,"google inc",9
156230,"google inc",156230,"google inc",18
142999,"google sheets",156230,"google inc",12
139809,"lamichhane",156230,"google inc",6
136824,"pkwy",156230,"google inc",7
158792,"starbuck",156230,"google inc",9
136201,"usa",156230,"google inc",18
145982,"google play",145982,"google play",6
141183,"ios",145982,"google play",6
156231,"1600",142999,"google sheets",12
156230,"google inc",142999,"google sheets",12
142999,"google sheets",142999,"google sheets",14
139809,"lamichhane",142999,"google sheets",6
158792,"starbuck",142999,"google sheets",9
136201,"usa",142999,"google sheets",12
145742,"156",141296,"handoff",43
136685,"175",141296,"handoff",6
137975,"183",141296,"handoff",27
150575,"195",141296,"handoff",9
136509,"1996",141296,"handoff",9
156266,"1st",141296,"handoff",31
136654,"200",141296,"handoff",7
136389,"2016",141296,"handoff",36
156425,"273",141296,"handoff",9
141774,"2nd half",141296,"handoff",54
141264,"847",141296,"handoff",9
137553,"april 1st",141296,"handoff",15
136162,"css",141296,"handoff",9
136257,"devkota",141296,"handoff",28
142976,"dropdown",141296,"handoff",6
145452,"eng",141296,"handoff",127
156328,"etan",141296,"handoff",38
156249,"feb",141296,"handoff",23
141296,"handoff",141296,"handoff",15
156811,"hyman",141296,"handoff",9
156345,"justin mcdonald",141296,"handoff",6
136304,"maharjan",141296,"handoff",10
137862,"may 1st",141296,"handoff",40
156475,"mcdonald",141296,"handoff",13
152591,"nirajan",141296,"handoff",6
140508,"october 26",141296,"handoff",6
156352,"paulus",141296,"handoff",19
136879,"pokharel",141296,"handoff",6
156351,"rowell",141296,"handoff",24
136275,"saroj",141296,"handoff",9
156424,"schaumburg",141296,"handoff",9
136566,"shapiro",141296,"handoff",23
156242,"shrestha",141296,"handoff",6
136173,"skype",141296,"handoff",6
156833,"ssn",141296,"handoff",12
158792,"starbuck",141296,"handoff",7
137070,"100",136181,"having",8
148722,"110",136181,"having",7
156266,"1st",136181,"having",21
136389,"2016",136181,"having",267
156226,"2017",136181,"having",142
141774,"2nd half",136181,"having",28
136114,"adding",136181,"having",9
137553,"april 1st",136181,"having",18
136435,"asap",136181,"having",7
141202,"aug 25",136181,"having",7
158334,"Bryan Starbuck",136181,"having",46
156447,"bryon",136181,"having",10
136716,"btw",136181,"having",7
148696,"capistrano",136181,"having",16
137202,"clicking",136181,"having",19
150395,"comcast",136181,"having",6
156235,"cto",136181,"having",32
158262,"database",136181,"having",25
136324,"deployed",136181,"having",15
136257,"devkota",136181,"having",26
156439,"dialer",136181,"having",27
137361,"dnc",136181,"having",7
156243,"don’t",136181,"having",64
145452,"eng",136181,"having",74
156328,"etan",136181,"having",48
141503,"experimenting",136181,"having",7
147757,"extracting",136181,"having",7
142642,"february 15",136181,"having",8
150019,"ftp",136181,"having",7
141181,"functionality",136181,"having",11
140451,"gagan",136181,"having",50
136181,"having",136181,"having",76
136297,"hosted",136181,"having",10
136352,"i'd",136181,"having",19
156236,"i’m",136181,"having",49
141554,"ids",136181,"having",6
156296,"incontact",136181,"having",50
141183,"ios",136181,"having",11
156363,"isakov",136181,"having",56
151396,"jruby",136181,"having",11
156269,"json",136181,"having",63
139786,"jul 27",136181,"having",6
143483,"june 1st",136181,"having",48
156345,"justin mcdonald",136181,"having",36
136786,"linux",136181,"having",11
136304,"maharjan",136181,"having",19
140756,"march 11",136181,"having",21
143523,"may 16",136181,"having",18
137862,"may 1st",136181,"having",8
148510,"may 2nd",136181,"having",20
156475,"mcdonald",136181,"having",19
136326,"microsoft",136181,"having",11
140447,"november 22",136181,"having",16
156440,"office 365",136181,"having",8
156352,"paulus",136181,"having",116
136821,"pokhrel",136181,"having",16
142180,"postgresql",136181,"having",6
156499,"reierson",136181,"having",25
158793,"roshan",136181,"having",20
156351,"rowell",136181,"having",89
156465,"sabath",136181,"having",12
139147,"san francisco ca",136181,"having",8
136275,"saroj",136181,"having",38
145235,"security",136181,"having",8
142871,"september 30",136181,"having",11
153316,"sftp",136181,"having",7
136566,"shapiro",136181,"having",41
156242,"shrestha",136181,"having",159
156833,"ssn",136181,"having",12
158792,"starbuck",136181,"having",222
138498,"sushil",136181,"having",12
156607,"synch",136181,"having",7
136276,"uploaded",136181,"having",11
156332,"westover",136181,"having",12
156266,"1st",142604,"hellosign",141
156226,"2017",142604,"hellosign",113
141774,"2nd half",142604,"hellosign",196
137553,"april 1st",142604,"hellosign",12
156422,"bhishma",142604,"hellosign",6
158334,"Bryan Starbuck",142604,"hellosign",14
156375,"callback",142604,"hellosign",13
143220,"clicked",142604,"hellosign",10
137202,"clicking",142604,"hellosign",20
142874,"crm",142604,"hellosign",33
156235,"cto",142604,"hellosign",11
156830,"dec",142604,"hellosign",64
136145,"delivered",142604,"hellosign",8
136257,"devkota",142604,"hellosign",60
156243,"don’t",142604,"hellosign",10
145452,"eng",142604,"hellosign",283
156328,"etan",142604,"hellosign",52
156249,"feb",142604,"hellosign",114
149586,"ftp server",142604,"hellosign",10
140451,"gagan",142604,"hellosign",85
142604,"hellosign",142604,"hellosign",43
156633,"hii",142604,"hellosign",10
136352,"i'd",142604,"hellosign",15
141183,"ios",142604,"hellosign",10
143483,"june 1st",142604,"hellosign",28
156345,"justin mcdonald",142604,"hellosign",25
139809,"lamichhane",142604,"hellosign",6
136304,"maharjan",142604,"hellosign",11
156475,"mcdonald",142604,"hellosign",42
137139,"nov",142604,"hellosign",57
156352,"paulus",142604,"hellosign",50
136821,"pokhrel",142604,"hellosign",6
156499,"reierson",142604,"hellosign",59
156351,"rowell",142604,"hellosign",93
156594,"rtd",142604,"hellosign",6
139147,"san francisco ca",142604,"hellosign",10
136275,"saroj",142604,"hellosign",10
153316,"sftp",142604,"hellosign",8
136566,"shapiro",142604,"hellosign",62
156242,"shrestha",142604,"hellosign",72
136165,"sidekiq",142604,"hellosign",6
139346,"sms",142604,"hellosign",16
158792,"starbuck",142604,"hellosign",60
138498,"sushil",142604,"hellosign",6
146706,"twilio",142604,"hellosign",10
156335,"udell",142604,"hellosign",12
136276,"uploaded",142604,"hellosign",26
156266,"1st",156633,"hii",53
136335,"2015",156633,"hii",6
136389,"2016",156633,"hii",55
156226,"2017",156633,"hii",95
158299,"246",156633,"hii",7
151256,"256",156633,"hii",11
141774,"2nd half",156633,"hii",279
156466,"andrew goldberg",156633,"hii",18
156386,"andrew weiss",156633,"hii",6
137553,"april 1st",156633,"hii",31
152149,"aug 17",156633,"hii",9
158334,"Bryan Starbuck",156633,"hii",16
156235,"cto",156633,"hii",8
158262,"database",156633,"hii",19
138982,"december 15",156633,"hii",29
136257,"devkota",156633,"hii",43
156243,"don’t",156633,"hii",6
145452,"eng",156633,"hii",331
156328,"etan",156633,"hii",17
136520,"ext",156633,"hii",11
156249,"feb",156633,"hii",136
140451,"gagan",156633,"hii",54
142604,"hellosign",156633,"hii",10
156633,"hii",156633,"hii",53
136091,"honeybadger",156633,"hii",7
136095,"hostname",156633,"hii",7
156236,"i’m",156633,"hii",10
156296,"incontact",156633,"hii",24
141183,"ios",156633,"hii",20
156345,"justin mcdonald",156633,"hii",28
137529,"kirkland",156633,"hii",7
136240,"let's",156633,"hii",12
158471,"lte",156633,"hii",6
136304,"maharjan",156633,"hii",15
156475,"mcdonald",156633,"hii",33
137139,"nov",156633,"hii",28
137623,"oct",156633,"hii",14
156352,"paulus",156633,"hii",20
136821,"pokhrel",156633,"hii",14
156499,"reierson",156633,"hii",11
156351,"rowell",156633,"hii",67
136275,"saroj",156633,"hii",20
156444,"sep",156633,"hii",28
153316,"sftp",156633,"hii",9
136566,"shapiro",156633,"hii",19
156242,"shrestha",156633,"hii",46
136809,"sql",156633,"hii",10
158792,"starbuck",156633,"hii",47
138498,"sushil",156633,"hii",8
156547,"utm source",156633,"hii",24
136389,"2016",155496,"hipaa",58
156226,"2017",155496,"hipaa",14
141774,"2nd half",155496,"hipaa",8
156246,"aws",155496,"hipaa",49
158334,"Bryan Starbuck",155496,"hipaa",16
156235,"cto",155496,"hipaa",21
158262,"database",155496,"hipaa",13
136257,"devkota",155496,"hipaa",20
158779,"encryption",155496,"hipaa",6
145452,"eng",155496,"hipaa",8
155496,"hipaa",155496,"hipaa",22
156236,"i’m",155496,"hipaa",11
141183,"ios",155496,"hipaa",13
143028,"mysql",155496,"hipaa",14
137139,"nov",155496,"hipaa",8
156261,"postgres",155496,"hipaa",72
142180,"postgresql",155496,"hipaa",21
156245,"rds",155496,"hipaa",107
156351,"rowell",155496,"hipaa",31
145235,"security",155496,"hipaa",6
158792,"starbuck",155496,"hipaa",67
142981,"the db",155496,"hipaa",6
156266,"1st",136091,"honeybadger",21
136389,"2016",136091,"honeybadger",52
156226,"2017",136091,"honeybadger",61
140565,"248",136091,"honeybadger",12
141774,"2nd half",136091,"honeybadger",12
143082,"3.0",136091,"honeybadger",6
140674,"535",136091,"honeybadger",14
139609,"aug 24",136091,"honeybadger",12
141202,"aug 25",136091,"honeybadger",29
136207,"backend",136091,"honeybadger",6
158334,"Bryan Starbuck",136091,"honeybadger",9
156447,"bryon",136091,"honeybadger",46
156375,"callback",136091,"honeybadger",16
142939,"callbacks",136091,"honeybadger",25
156235,"cto",136091,"honeybadger",20
158262,"database",136091,"honeybadger",7
136324,"deployed",136091,"honeybadger",7
136257,"devkota",136091,"honeybadger",16
156243,"don’t",136091,"honeybadger",17
145452,"eng",136091,"honeybadger",25
158780,"firewall",136091,"honeybadger",10
156633,"hii",136091,"honeybadger",7
136091,"honeybadger",136091,"honeybadger",21
156236,"i’m",136091,"honeybadger",7
156345,"justin mcdonald",136091,"honeybadger",23
136304,"maharjan",136091,"honeybadger",38
141236,"may 30",136091,"honeybadger",9
156475,"mcdonald",136091,"honeybadger",8
152591,"nirajan",136091,"honeybadger",16
137139,"nov",136091,"honeybadger",12
156352,"paulus",136091,"honeybadger",8
136879,"pokharel",136091,"honeybadger",12
156351,"rowell",136091,"honeybadger",11
139147,"san francisco ca",136091,"honeybadger",34
136275,"saroj",136091,"honeybadger",90
156444,"sep",136091,"honeybadger",10
136165,"sidekiq",136091,"honeybadger",8
136173,"skype",136091,"honeybadger",7
158792,"starbuck",136091,"honeybadger",56
138498,"sushil",136091,"honeybadger",9
156266,"1st",136297,"hosted",36
156226,"2017",136297,"hosted",29
141774,"2nd half",136297,"hosted",7
156246,"aws",136297,"hosted",8
150395,"comcast",136297,"hosted",12
156830,"dec",136297,"hosted",28
145452,"eng",136297,"hosted",35
156328,"etan",136297,"hosted",7
158780,"firewall",136297,"hosted",8
150019,"ftp",136297,"hosted",21
156346,"ftp site",136297,"hosted",7
136181,"having",136297,"hosted",10
136297,"hosted",136297,"hosted",17
156352,"paulus",136297,"hosted",8
136566,"shapiro",136297,"hosted",6
156242,"shrestha",136297,"hosted",9
158792,"starbuck",136297,"hosted",7
156607,"synch",136297,"hosted",11
136989,"webinar",136297,"hosted",12
156226,"2017",136095,"hostname",11
136257,"devkota",136095,"hostname",6
145452,"eng",136095,"hostname",44
156328,"etan",136095,"hostname",6
156633,"hii",136095,"hostname",7
136095,"hostname",136095,"hostname",7
156296,"incontact",136095,"hostname",6
137862,"may 1st",136095,"hostname",42
156444,"sep",136095,"hostname",8
136566,"shapiro",136095,"hostname",6
156727,"hovering",156727,"hovering",7
146781,"resize",156727,"hovering",7
140143,"10am",137060,"html",6
140138,"11am",137060,"html",6
156266,"1st",137060,"html",6
136389,"2016",137060,"html",14
156226,"2017",137060,"html",51
141774,"2nd half",137060,"html",22
156175,"bellevue",137060,"html",6
158334,"Bryan Starbuck",137060,"html",7
137356,"criteria",137060,"html",7
136162,"css",137060,"html",16
156235,"cto",137060,"html",21
158262,"database",137060,"html",7
136257,"devkota",137060,"html",10
145452,"eng",137060,"html",24
156328,"etan",137060,"html",13
137060,"html",137060,"html",13
136352,"i'd",137060,"html",7
141183,"ios",137060,"html",6
136388,"iphone",137060,"html",20
136233,"javascript",137060,"html",13
143483,"june 1st",137060,"html",8
137529,"kirkland",137060,"html",6
143028,"mysql",137060,"html",12
156352,"paulus",137060,"html",7
136821,"pokhrel",137060,"html",6
142180,"postgresql",137060,"html",12
137533,"recruiting",137060,"html",6
143187,"redmond",137060,"html",6
136086,"ror",137060,"html",24
156351,"rowell",137060,"html",6
158792,"starbuck",137060,"html",43
156250,"startup",137060,"html",6
136180,"startups",137060,"html",6
156257,"webapp",137060,"html",19
136685,"175",156811,"hyman",6
136509,"1996",156811,"hyman",12
136389,"2016",156811,"hyman",42
156226,"2017",156811,"hyman",20
156425,"273",156811,"hyman",13
141264,"847",156811,"hyman",12
136162,"css",156811,"hyman",9
142976,"dropdown",156811,"hyman",6
156328,"etan",156811,"hyman",30
141296,"handoff",156811,"hyman",9
156811,"hyman",156811,"hyman",8
140508,"october 26",156811,"hyman",6
156352,"paulus",156811,"hyman",21
156351,"rowell",156811,"hyman",29
156424,"schaumburg",156811,"hyman",12
136566,"shapiro",156811,"hyman",11
136173,"skype",156811,"hyman",6
156833,"ssn",156811,"hyman",12
158792,"starbuck",156811,"hyman",17
156266,"1st",137811,"i.e",30
136389,"2016",137811,"i.e",106
156226,"2017",137811,"i.e",28
141774,"2nd half",137811,"i.e",49
136114,"adding",137811,"i.e",8
158334,"Bryan Starbuck",137811,"i.e",6
137202,"clicking",137811,"i.e",18
156830,"dec",137811,"i.e",30
136257,"devkota",137811,"i.e",11
156243,"don’t",137811,"i.e",8
145452,"eng",137811,"i.e",67
156249,"feb",137811,"i.e",21
142642,"february 15",137811,"i.e",8
137811,"i.e",137811,"i.e",13
156236,"i’m",137811,"i.e",11
141554,"ids",137811,"i.e",8
141183,"ios",137811,"i.e",6
156269,"json",137811,"i.e",26
156475,"mcdonald",137811,"i.e",8
137139,"nov",137811,"i.e",6
137623,"oct",137811,"i.e",7
141531,"october 11",137811,"i.e",6
140699,"october 19",137811,"i.e",6
151965,"runscope",137811,"i.e",6
136275,"saroj",137811,"i.e",6
156242,"shrestha",137811,"i.e",114
158792,"starbuck",137811,"i.e",106
142995,"timezone",137811,"i.e",14
137070,"100",136352,"i'd",12
148722,"110",136352,"i'd",11
156266,"1st",136352,"i'd",36
136389,"2016",136352,"i'd",157
156226,"2017",136352,"i'd",36
157629,"april 2nd",136352,"i'd",20
152149,"aug 17",136352,"i'd",6
158334,"Bryan Starbuck",136352,"i'd",20
136716,"btw",136352,"i'd",9
136162,"css",136352,"i'd",8
156235,"cto",136352,"i'd",14
158262,"database",136352,"i'd",36
156830,"dec",136352,"i'd",12
136257,"devkota",136352,"i'd",19
156243,"don’t",136352,"i'd",47
145452,"eng",136352,"i'd",82
156328,"etan",136352,"i'd",10
141503,"experimenting",136352,"i'd",11
147757,"extracting",136352,"i'd",11
156249,"feb",136352,"i'd",24
136218,"feedback",136352,"i'd",7
141181,"functionality",136352,"i'd",11
140451,"gagan",136352,"i'd",7
136181,"having",136352,"i'd",19
142604,"hellosign",136352,"i'd",15
137060,"html",136352,"i'd",7
136352,"i'd",136352,"i'd",31
156236,"i’m",136352,"i'd",26
156296,"incontact",136352,"i'd",24
136388,"iphone",136352,"i'd",10
156363,"isakov",136352,"i'd",83
136233,"javascript",136352,"i'd",7
156269,"json",136352,"i'd",6
140756,"march 11",136352,"i'd",33
137862,"may 1st",136352,"i'd",44
156475,"mcdonald",136352,"i'd",6
143028,"mysql",136352,"i'd",6
156352,"paulus",136352,"i'd",85
